Experience ID,Activity Name,Experience Name,Short Description,Category,Destination,Duration (hrs),Price (EUR),Rating,Review Count,Main Features,Monthly Availability
EXP_102934,Attractions & Guided Tours in Seville,Tour nocturno por el barrio de Santa Cruz con degustación incluida,"Recorre el barrio de Santa Cruz iluminado, lejos de las aglomeraciones.",Attractions & Guided Tours,Seville,4.6,74.45,4.7,301,"['Skip-the-line', 'Instant confirmation', 'Mobile ticket', 'Free cancellation']","[81, 91, 120, 89, 82, 67, 88, 89, 151, 74, 62, 91]"
EXP_102935,Tickets and Events in Barcelona,Festival gastronómico: vermut y conservas con recogida en el hotel,Jornada festiva en torno a vermut y conservas con degustaciones.,Tickets and Events,Barcelona,4.9,168.63,4.0,204,"['Skip-the-line', 'Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[62, 66, 115, 83, 91, 97, 102, 121, 72, 83, 101, 123]"
EXP_102936,Excursions & Day Trips in Tenerife,Ruta en bicicleta por Los Gigantes para toda la familia,Pedalea por Los Gigantes con bicicleta y casco incluidos.,Excursions & Day Trips,Tenerife,4.4,158.17,4.1,1078,"['Skip-the-line', 'Mobile ticket', 'Wheelchair accessible']","[63, 83, 70, 62, 49, 73, 83, 138, 43, 40, 100, 64]"
EXP_102937,Excursions & Day Trips in Palma de Mallorca,Ruta guiada por Valldemossa edición premium,Recorrido guiado por Valldemossa con paradas panorámicas.,Excursions & Day Trips,Palma de Mallorca,2.4,240.79,4.3,853,"['Instant confirmation', 'Free cancellation', 'Skip-the-line', 'Mobile ticket']","[27, 40, 38, 86, 101, 170, 181, 167, 106, 91, 32, 19]"
EXP_102938,Excursions & Day Trips in Barcelona,Ruta guiada por el Montseny edición premium,Recorrido guiado por el Montseny con paradas panorámicas.,Excursions & Day Trips,Barcelona,6.1,108.65,4.0,1320,"['Mobile ticket', 'Wheelchair accessible']","[47, 53, 87, 61, 98, 80, 76, 73, 87, 88, 48, 31]"
EXP_102939,Local Experiences in Seville,Cata de jamón ibérico con recogida en el hotel,Degustación comentada de jamón ibérico en un local con encanto.,Local Experiences,Seville,3.9,108.21,4.3,430,"['Skip-the-line', 'Free cancellation']","[115, 78, 88, 114, 70, 49, 59, 64, 78, 84, 37, 42]"
EXP_102940,Attractions & Guided Tours in Palma de Mallorca,Recorrido histórico por la Catedral de Palma edición premium,Viaja al pasado de la Catedral de Palma de la mano de un historiador.,Attractions & Guided Tours,Palma de Mallorca,4.8,129.32,3.7,1416,"['Wheelchair accessible', 'Instant confirmation', 'Skip-the-line']","[60, 57, 41, 66, 133, 119, 120, 113, 87, 56, 30, 40]"
EXP_102941,Excursions & Day Trips in Seville,Safari fotográfico por las Marismas para toda la familia,Captura los mejores rincones de las Marismas con un guía fotógrafo.,Excursions & Day Trips,Seville,4.5,50.58,3.7,506,"['Skip-the-line', 'Free cancellation', 'Instant confirmation', 'Mobile ticket']","[45, 58, 68, 94, 65, 50, 33, 28, 54, 66, 48, 50]"
EXP_102942,Local Experiences in Malaga,Visita al mercado y degustación de vinos dulces de Málaga con recogida en el hotel,Paseo entre puestos históricos con parada para probar vinos dulces de Málaga.,Local Experiences,Malaga,7.5,155.19,4.5,1255,"['Skip-the-line', 'Instant confirmation', 'Free cancellation']","[47, 62, 71, 134, 107, 114, 138, 106, 73, 52, 46, 34]"
EXP_102943,Tickets and Events in Gran Canaria,Entrada combinada: la Catedral de Santa Ana al amanecer,Ticket combinado que incluye la Catedral de Santa Ana y museos asociados.,Tickets and Events,Gran Canaria,3.8,228.16,4.5,134,"['Instant confirmation', 'Skip-the-line', 'Wheelchair accessible', 'Free cancellation']","[97, 106, 84, 67, 68, 78, 73, 108, 73, 80, 59, 99]"
EXP_102944,Attractions & Guided Tours in Gran Canaria,Tour de leyendas y misterios por Vegueta con guía local,Historias sorprendentes en torno a Vegueta al caer la tarde.,Attractions & Guided Tours,Gran Canaria,6.4,98.45,4.9,1345,"['Skip-the-line', 'Instant confirmation', 'Wheelchair accessible']","[126, 55, 83, 65, 69, 74, 42, 93, 88, 92, 52, 68]"
EXP_102945,Excursions & Day Trips in Tenerife,Safari fotográfico por el Valle de La Orotava,Captura los mejores rincones de el Valle de La Orotava con un guía fotógrafo.,Excursions & Day Trips,Tenerife,6.7,214.95,3.8,822,"['Skip-the-line', 'Wheelchair accessible', 'Mobile ticket']","[74, 45, 60, 47, 62, 38, 52, 62, 70, 119, 62, 48]"
EXP_102946,Excursions & Day Trips in Seville,Senderismo por la Sierra Norte con recogida en el hotel,Caminata de dificultad moderada por los senderos de la Sierra Norte.,Excursions & Day Trips,Seville,2.9,78.55,3.9,932,"['Mobile ticket', 'Instant confirmation']","[58, 94, 70, 142, 102, 64, 34, 74, 77, 97, 64, 39]"
EXP_102947,Local Experiences in Tenerife,Experiencia gastronómica: mojos y papas arrugadas,Menú degustación en torno a mojos y papas arrugadas con maridaje.,Local Experiences,Tenerife,7.0,17.65,3.6,1309,"['Wheelchair accessible', 'Skip-the-line', 'Instant confirmation']","[99, 69, 77, 90, 90, 76, 69, 77, 65, 46, 77, 54]"
EXP_102948,Attractions & Guided Tours in Madrid,Visita guiada a el Museo del Prado en grupo reducido,Descubre el Museo del Prado con un guía oficial y grupo reducido.,Attractions & Guided Tours,Madrid,2.9,57.97,3.8,1194,"['Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[62, 44, 47, 80, 70, 40, 50, 57, 57, 61, 63, 59]"
EXP_102949,Excursions & Day Trips in Barcelona,Safari fotográfico por el Montseny edición premium,Captura los mejores rincones de el Montseny con un guía fotógrafo.,Excursions & Day Trips,Barcelona,6.6,145.15,3.5,1485,"['Mobile ticket', 'Free cancellation']","[35, 49, 54, 100, 71, 78, 86, 68, 56, 63, 49, 68]"
EXP_102950,Transfers in Seville,Chófer por horas con silla infantil incluida,"Vehículo con conductor a tu disposición, con silla infantil incluida. Seville.",Transfers,Seville,4.0,107.89,3.7,1226,"['Free cancellation', 'Mobile ticket', 'Wheelchair accessible']","[92, 104, 121, 92, 72, 58, 74, 96, 117, 93, 113, 59]"
EXP_102951,Tickets and Events in Madrid,Entrada sin colas a el Madrid de los Austrias en grupo reducido,"Acceso prioritario a el Madrid de los Austrias, sin esperas.",Tickets and Events,Madrid,5.7,178.5,4.6,826,"['Instant confirmation', 'Skip-the-line', 'Mobile ticket', 'Wheelchair accessible']","[53, 77, 102, 63, 52, 74, 81, 30, 98, 54, 84, 41]"
EXP_102952,Attractions & Guided Tours in Madrid,Visita con acceso preferente a el Reina Sofía al amanecer,Entra sin esperas a el Reina Sofía con entrada incluida.,Attractions & Guided Tours,Madrid,6.1,10.01,4.9,1114,"['Wheelchair accessible', 'Free cancellation', 'Skip-the-line', 'Mobile ticket']","[42, 72, 86, 67, 125, 49, 43, 49, 61, 70, 49, 66]"
EXP_102953,Local Experiences in Malaga,Cata de vinos dulces de Málaga en grupo reducido,Degustación comentada de vinos dulces de Málaga en un local con encanto.,Local Experiences,Malaga,6.7,226.96,3.5,1059,"['Mobile ticket', 'Wheelchair accessible', 'Free cancellation', 'Skip-the-line']","[40, 58, 43, 64, 75, 69, 88, 44, 71, 54, 29, 19]"
EXP_102954,Attractions & Guided Tours in Seville,Tour nocturno por la Plaza de España con degustación incluida,"Recorre la Plaza de España iluminado, lejos de las aglomeraciones.",Attractions & Guided Tours,Seville,7.5,204.35,4.8,403,"['Wheelchair accessible', 'Free cancellation', 'Instant confirmation']","[49, 92, 96, 144, 65, 65, 45, 86, 125, 149, 83, 80]"
EXP_102955,Excursions & Day Trips in Seville,Ruta en bicicleta por la Sierra Norte al amanecer,Pedalea por la Sierra Norte con bicicleta y casco incluidos.,Excursions & Day Trips,Seville,1.7,187.31,4.9,1449,"['Mobile ticket', 'Instant confirmation']","[69, 82, 89, 113, 145, 63, 47, 55, 80, 89, 57, 68]"
EXP_102956,Tickets and Events in Seville,Concierto en el Arenal en grupo reducido,Música en directo en una sala emblemática de el Arenal.,Tickets and Events,Seville,5.7,146.93,4.9,1210,"['Wheelchair accessible', 'Instant confirmation', 'Mobile ticket', 'Skip-the-line']","[78, 112, 73, 84, 77, 62, 68, 36, 80, 118, 83, 74]"
EXP_102957,Local Experiences in Valencia,Ruta de tapas por el Carmen con degustación incluida,Recorrido gastronómico por los bares clásicos de el Carmen.,Local Experiences,Valencia,4.1,153.83,4.2,137,"['Instant confirmation', 'Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[62, 48, 51, 54, 51, 90, 116, 82, 76, 57, 47, 24]"
EXP_102958,Local Experiences in Palma de Mallorca,Experiencia gastronómica: sobrasada mallorquina al amanecer,Menú degustación en torno a sobrasada mallorquina con maridaje.,Local Experiences,Palma de Mallorca,7.5,28.26,4.3,459,"['Mobile ticket', 'Wheelchair accessible']","[45, 46, 67, 97, 96, 106, 127, 98, 84, 58, 27, 36]"
EXP_102959,Local Experiences in Valencia,Ruta de tapas por Ruzafa al amanecer,Recorrido gastronómico por los bares clásicos de Ruzafa.,Local Experiences,Valencia,5.8,200.06,4.4,1365,"['Wheelchair accessible', 'Mobile ticket']","[56, 48, 77, 68, 134, 102, 77, 117, 88, 69, 83, 45]"
EXP_102960,Excursions & Day Trips in Seville,Ruta en bicicleta por Carmona para toda la familia,Pedalea por Carmona con bicicleta y casco incluidos.,Excursions & Day Trips,Seville,7.4,236.08,3.6,610,"['Wheelchair accessible', 'Free cancellation']","[70, 56, 76, 70, 62, 46, 25, 50, 75, 50, 61, 64]"
EXP_102961,Excursions & Day Trips in Malaga,Senderismo por el Caminito del Rey con recogida en el hotel,Caminata de dificultad moderada por los senderos de el Caminito del Rey.,Excursions & Day Trips,Malaga,3.8,15.63,4.0,326,"['Instant confirmation', 'Skip-the-line', 'Mobile ticket']","[29, 32, 68, 72, 70, 95, 120, 123, 78, 54, 36, 11]"
EXP_102962,Transfers in Seville,Traslado compartido aeropuerto-ciudad en monovolumen para grupos con seguimiento de vuelo,"Opción económica con paradas limitadas, en monovolumen para grupos. Seville.",Transfers,Seville,4.8,228.59,4.8,933,"['Instant confirmation', 'Mobile ticket', 'Free cancellation', 'Skip-the-line']","[76, 57, 86, 124, 68, 50, 46, 35, 126, 72, 84, 46]"
EXP_102963,Excursions & Day Trips in Malaga,Ruta en bicicleta por Ronda en grupo reducido,Pedalea por Ronda con bicicleta y casco incluidos.,Excursions & Day Trips,Malaga,1.9,32.33,4.4,1066,"['Wheelchair accessible', 'Instant confirmation', 'Free cancellation']","[40, 56, 45, 73, 104, 85, 114, 130, 128, 83, 26, 20]"
EXP_102964,Excursions & Day Trips in Valencia,Safari fotográfico por la huerta valenciana con guía local,Captura los mejores rincones de la huerta valenciana con un guía fotógrafo.,Excursions & Day Trips,Valencia,4.7,73.93,4.8,319,"['Mobile ticket', 'Instant confirmation']","[65, 98, 69, 75, 87, 88, 160, 141, 83, 74, 30, 51]"
EXP_102965,Tickets and Events in Gran Canaria,Espectáculo tradicional en Vegueta con recogida en el hotel,Función de música y danza tradicional en Vegueta.,Tickets and Events,Gran Canaria,7.5,106.63,4.8,1475,"['Instant confirmation', 'Free cancellation']","[139, 81, 68, 114, 59, 119, 180, 89, 110, 54, 52, 68]"
EXP_102966,Attractions & Guided Tours in Gran Canaria,Tour de leyendas y misterios por Triana para toda la familia,Historias sorprendentes en torno a Triana al caer la tarde.,Attractions & Guided Tours,Gran Canaria,3.7,186.84,4.2,1084,"['Wheelchair accessible', 'Mobile ticket', 'Instant confirmation']","[121, 87, 81, 54, 70, 64, 65, 67, 78, 64, 74, 50]"
EXP_102967,Local Experiences in Gran Canaria,Visita al mercado y degustación de mojo canario,Paseo entre puestos históricos con parada para probar mojo canario.,Local Experiences,Gran Canaria,1.9,232.7,4.2,1430,"['Free cancellation', 'Instant confirmation', 'Skip-the-line']","[109, 88, 75, 71, 83, 48, 78, 59, 70, 66, 67, 88]"
EXP_102968,Transfers in Tenerife,Chófer por horas en monovolumen para grupos con cancelación gratuita,"Vehículo con conductor a tu disposición, en monovolumen para grupos. Tenerife.",Transfers,Tenerife,6.1,98.12,3.5,962,"['Free cancellation', 'Mobile ticket', 'Instant confirmation']","[117, 111, 74, 87, 78, 64, 80, 79, 99, 88, 64, 67]"
EXP_102969,Local Experiences in Palma de Mallorca,Ruta de tapas por el Portixol con guía local,Recorrido gastronómico por los bares clásicos de el Portixol.,Local Experiences,Palma de Mallorca,1.7,129.09,4.5,1092,"['Free cancellation', 'Skip-the-line']","[46, 62, 63, 93, 137, 115, 134, 137, 87, 98, 30, 28]"
EXP_102970,Tickets and Events in Malaga,Entrada combinada: el centro histórico con recogida en el hotel,Ticket combinado que incluye el centro histórico y museos asociados.,Tickets and Events,Malaga,3.3,176.92,4.5,1333,"['Instant confirmation', 'Mobile ticket', 'Wheelchair accessible', 'Skip-the-line']","[78, 33, 65, 59, 75, 57, 87, 83, 83, 74, 24, 35]"
EXP_102971,Tickets and Events in Barcelona,Concierto en el Born,Música en directo en una sala emblemática de el Born.,Tickets and Events,Barcelona,5.9,128.21,4.9,1314,"['Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[58, 63, 71, 61, 54, 87, 66, 89, 61, 82, 59, 58]"
EXP_102972,Tickets and Events in Madrid,Concierto en Malasaña con recogida en el hotel,Música en directo en una sala emblemática de Malasaña.,Tickets and Events,Madrid,4.4,118.06,3.8,268,"['Instant confirmation', 'Mobile ticket']","[59, 58, 62, 92, 48, 55, 77, 69, 95, 66, 44, 46]"
EXP_102973,Excursions & Day Trips in Barcelona,Escapada rural a Sitges al amanecer,Jornada completa en Sitges con tiempo libre para explorar.,Excursions & Day Trips,Barcelona,3.2,20.16,4.5,281,"['Free cancellation', 'Mobile ticket', 'Instant confirmation']","[0, 90, 0, 91, 122, 116, 109, 0, 130, 111, 0, 0]"
EXP_102974,Local Experiences in Seville,Ruta de tapas por la Alameda con guía local,Recorrido gastronómico por los bares clásicos de la Alameda.,Local Experiences,Seville,2.7,83.0,4.7,332,"['Free cancellation', 'Skip-the-line', 'Wheelchair accessible']","[77, 55, 95, 87, 62, 98, 48, 65, 63, 123, 102, 38]"
EXP_102975,Tickets and Events in Palma de Mallorca,Entrada a la Lonja con degustación incluida,Acceso general a la Lonja con horario a tu elección.,Tickets and Events,Palma de Mallorca,3.3,68.13,3.8,769,"['Skip-the-line', 'Wheelchair accessible', 'Free cancellation', 'Instant confirmation']","[43, 72, 56, 85, 59, 84, 118, 89, 81, 46, 50, 26]"
EXP_102976,Tickets and Events in Palma de Mallorca,Concierto en Santa Catalina para toda la familia,Música en directo en una sala emblemática de Santa Catalina.,Tickets and Events,Palma de Mallorca,6.4,41.13,4.2,1484,"['Wheelchair accessible', 'Skip-the-line', 'Instant confirmation', 'Mobile ticket']","[72, 48, 84, 101, 77, 98, 108, 103, 71, 84, 39, 39]"
EXP_102977,Tickets and Events in Seville,Entrada sin colas a el barrio de Santa Cruz al amanecer,"Acceso prioritario a el barrio de Santa Cruz, sin esperas.",Tickets and Events,Seville,4.5,174.97,4.4,312,"['Instant confirmation', 'Free cancellation', 'Wheelchair accessible', 'Mobile ticket']","[62, 61, 51, 81, 68, 40, 36, 57, 70, 39, 37, 52]"
EXP_102978,Local Experiences in Gran Canaria,Taller de ron y café de Agaete en grupo reducido,Aprende a preparar ron y café de Agaete con un cocinero local.,Local Experiences,Gran Canaria,6.7,20.74,3.9,225,"['Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[78, 110, 141, 82, 57, 78, 108, 91, 84, 62, 61, 97]"
EXP_102979,Excursions & Day Trips in Palma de Mallorca,Senderismo por Sóller con guía local,Caminata de dificultad moderada por los senderos de Sóller.,Excursions & Day Trips,Palma de Mallorca,3.0,45.04,3.9,1048,"['Instant confirmation', 'Free cancellation', 'Wheelchair accessible']","[20, 16, 40, 67, 107, 155, 118, 123, 82, 53, 21, 19]"
EXP_102980,Tickets and Events in Barcelona,Entrada a el Barrio Gótico al amanecer,Acceso general a el Barrio Gótico con horario a tu elección.,Tickets and Events,Barcelona,3.2,135.25,4.5,1063,"['Instant confirmation', 'Wheelchair accessible', 'Free cancellation']","[45, 93, 34, 77, 77, 80, 56, 47, 79, 86, 56, 62]"
EXP_102981,Attractions & Guided Tours in Malaga,Recorrido histórico por el centro histórico para toda la familia,Viaja al pasado de el centro histórico de la mano de un historiador.,Attractions & Guided Tours,Malaga,3.7,182.67,4.0,1239,"['Skip-the-line', 'Mobile ticket', 'Free cancellation', 'Instant confirmation']","[45, 59, 90, 71, 112, 58, 96, 107, 142, 64, 33, 56]"
EXP_102982,Transfers in Malaga,Traslado de ida y vuelta al aeropuerto en vehículo eléctrico puerta a puerta,"Ambos trayectos cubiertos, en vehículo eléctrico. Malaga.",Transfers,Malaga,3.0,139.89,3.5,621,"['Free cancellation', 'Instant confirmation', 'Skip-the-line']","[43, 57, 56, 76, 69, 148, 151, 142, 70, 37, 34, 55]"
EXP_102983,Attractions & Guided Tours in Valencia,Tour nocturno por la Ciudad de las Artes en grupo reducido,"Recorre la Ciudad de las Artes iluminado, lejos de las aglomeraciones.",Attractions & Guided Tours,Valencia,1.6,110.31,4.9,156,"['Free cancellation', 'Instant confirmation']","[0, 130, 0, 93, 115, 208, 178, 0, 129, 0, 0, 89]"
EXP_102984,Attractions & Guided Tours in Palma de Mallorca,Visita con acceso preferente a la Catedral de Palma con guía local,Entra sin esperas a la Catedral de Palma con entrada incluida.,Attractions & Guided Tours,Palma de Mallorca,6.1,31.15,4.8,1370,"['Skip-the-line', 'Instant confirmation']","[76, 89, 87, 111, 173, 97, 246, 121, 129, 76, 38, 48]"
EXP_102985,Excursions & Day Trips in Gran Canaria,Safari fotográfico por Tejeda edición premium,Captura los mejores rincones de Tejeda con un guía fotógrafo.,Excursions & Day Trips,Gran Canaria,6.1,156.63,4.7,1361,"['Wheelchair accessible', 'Free cancellation', 'Skip-the-line', 'Instant confirmation']","[110, 84, 80, 101, 113, 95, 85, 57, 81, 84, 82, 55]"
EXP_102986,Excursions & Day Trips in Palma de Mallorca,Escapada rural a la bahía de Palma,Jornada completa en la bahía de Palma con tiempo libre para explorar.,Excursions & Day Trips,Palma de Mallorca,3.8,63.16,4.3,992,"['Skip-the-line', 'Instant confirmation']","[35, 54, 40, 87, 79, 119, 108, 114, 87, 64, 32, 28]"
EXP_102987,Transfers in Madrid,Traslado compartido aeropuerto-ciudad en autobús lanzadera 24 horas,"Opción económica con paradas limitadas, en autobús lanzadera. Madrid.",Transfers,Madrid,4.8,139.2,4.3,263,"['Skip-the-line', 'Instant confirmation', 'Free cancellation']","[56, 75, 54, 73, 78, 55, 71, 55, 77, 99, 58, 78]"
EXP_102988,Transfers in Barcelona,Traslado de ida y vuelta al aeropuerto en taxi oficial con cancelación gratuita,"Ambos trayectos cubiertos, en taxi oficial. Barcelona.",Transfers,Barcelona,7.6,226.54,4.8,799,"['Wheelchair accessible', 'Instant confirmation', 'Free cancellation']","[106, 112, 87, 78, 91, 75, 139, 132, 105, 63, 66, 97]"
EXP_102989,Transfers in Valencia,Chófer por horas en monovolumen para grupos,"Vehículo con conductor a tu disposición, en monovolumen para grupos. Valencia.",Transfers,Valencia,6.6,236.42,3.6,368,"['Wheelchair accessible', 'Mobile ticket']","[62, 71, 149, 74, 41, 57, 90, 77, 63, 54, 36, 49]"
EXP_102990,Attractions & Guided Tours in Barcelona,Tour de leyendas y misterios por el Park Güell al amanecer,Historias sorprendentes en torno a el Park Güell al caer la tarde.,Attractions & Guided Tours,Barcelona,2.9,128.81,4.8,649,"['Wheelchair accessible', 'Skip-the-line', 'Instant confirmation', 'Mobile ticket']","[82, 94, 105, 59, 80, 76, 99, 79, 72, 97, 58, 56]"
EXP_102991,Attractions & Guided Tours in Valencia,Recorrido histórico por la Catedral en grupo reducido,Viaja al pasado de la Catedral de la mano de un historiador.,Attractions & Guided Tours,Valencia,4.5,189.53,3.7,524,"['Free cancellation', 'Instant confirmation', 'Mobile ticket', 'Wheelchair accessible']","[54, 63, 69, 89, 45, 71, 70, 62, 70, 71, 35, 64]"
EXP_102992,Excursions & Day Trips in Seville,Ruta guiada por Itálica para toda la familia,Recorrido guiado por Itálica con paradas panorámicas.,Excursions & Day Trips,Seville,2.8,185.63,3.7,915,"['Wheelchair accessible', 'Instant confirmation', 'Mobile ticket', 'Skip-the-line']","[55, 105, 89, 105, 109, 68, 29, 77, 128, 102, 71, 59]"
EXP_102993,Local Experiences in Malaga,Ruta de tapas por el Soho con guía local,Recorrido gastronómico por los bares clásicos de el Soho.,Local Experiences,Malaga,3.5,73.57,4.0,591,"['Mobile ticket', 'Wheelchair accessible', 'Free cancellation', 'Instant confirmation']","[0, 0, 92, 119, 116, 116, 173, 137, 88, 0, 0, 0]"
EXP_102994,Tickets and Events in Tenerife,Espectáculo tradicional en La Laguna en grupo reducido,Función de música y danza tradicional en La Laguna.,Tickets and Events,Tenerife,6.0,98.28,4.3,431,"['Mobile ticket', 'Wheelchair accessible', 'Skip-the-line']","[127, 130, 48, 75, 70, 103, 58, 41, 94, 99, 49, 78]"
EXP_102995,Transfers in Valencia,Traslado privado aeropuerto-hotel en minivan con cancelación gratuita,"Conductor esperándote a la llegada, trayecto directo en minivan. Valencia.",Transfers,Valencia,1.7,203.2,4.1,529,"['Mobile ticket', 'Skip-the-line']","[66, 38, 57, 66, 42, 55, 46, 62, 45, 50, 43, 53]"
EXP_102996,Tickets and Events in Palma de Mallorca,Espectáculo tradicional en el casco antiguo edición premium,Función de música y danza tradicional en el casco antiguo.,Tickets and Events,Palma de Mallorca,5.5,184.09,3.8,389,"['Free cancellation', 'Skip-the-line']","[103, 70, 75, 91, 92, 149, 126, 153, 91, 77, 61, 46]"
EXP_102997,Excursions & Day Trips in Barcelona,Ruta en bicicleta por el Montseny edición premium,Pedalea por el Montseny con bicicleta y casco incluidos.,Excursions & Day Trips,Barcelona,7.2,157.89,4.1,1045,"['Mobile ticket', 'Instant confirmation']","[47, 82, 81, 148, 157, 73, 166, 137, 79, 118, 54, 91]"
EXP_102998,Transfers in Barcelona,Traslado privado aeropuerto-hotel en taxi oficial con seguimiento de vuelo,"Conductor esperándote a la llegada, trayecto directo en taxi oficial. Barcelona.",Transfers,Barcelona,2.3,236.15,4.6,402,"['Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[53, 46, 130, 57, 75, 81, 88, 110, 87, 96, 67, 38]"
EXP_102999,Attractions & Guided Tours in Barcelona,Visita con acceso preferente a el Barrio Gótico con guía local,Entra sin esperas a el Barrio Gótico con entrada incluida.,Attractions & Guided Tours,Barcelona,2.5,91.05,4.7,1387,"['Skip-the-line', 'Mobile ticket']","[69, 68, 62, 131, 98, 109, 115, 76, 93, 76, 52, 42]"
EXP_103000,Transfers in Valencia,Traslado nocturno con silla infantil incluida con seguimiento de vuelo,"Servicio disponible en horario nocturno, con silla infantil incluida. Valencia.",Transfers,Valencia,5.9,193.79,4.2,715,"['Skip-the-line', 'Mobile ticket', 'Wheelchair accessible', 'Instant confirmation']","[64, 80, 78, 78, 84, 82, 146, 97, 69, 43, 49, 46]"
EXP_103001,Transfers in Barcelona,Traslado de ida y vuelta al aeropuerto en autobús lanzadera puerta a puerta,"Ambos trayectos cubiertos, en autobús lanzadera. Barcelona.",Transfers,Barcelona,6.0,102.76,3.8,1019,"['Wheelchair accessible', 'Instant confirmation']","[0, 138, 127, 0, 174, 0, 191, 133, 143, 121, 0, 0]"
EXP_103002,Attractions & Guided Tours in Palma de Mallorca,Tour de leyendas y misterios por los patios de Palma con guía local,Historias sorprendentes en torno a los patios de Palma al caer la tarde.,Attractions & Guided Tours,Palma de Mallorca,5.4,244.24,4.0,117,"['Skip-the-line', 'Instant confirmation']","[0, 85, 71, 91, 87, 133, 101, 163, 0, 0, 0, 0]"
EXP_103003,Attractions & Guided Tours in Malaga,Tour privado por el centro histórico con degustación incluida,Visita exclusiva a el centro histórico adaptada a tu ritmo.,Attractions & Guided Tours,Malaga,4.2,171.76,4.3,1417,"['Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[50, 71, 57, 97, 106, 101, 124, 106, 77, 54, 54, 35]"
EXP_103004,Tickets and Events in Gran Canaria,Entrada combinada: Triana edición premium,Ticket combinado que incluye Triana y museos asociados.,Tickets and Events,Gran Canaria,6.9,192.82,3.6,431,"['Free cancellation', 'Instant confirmation', 'Wheelchair accessible']","[132, 156, 0, 0, 0, 0, 118, 104, 157, 105, 112, 0]"
EXP_103005,Tickets and Events in Palma de Mallorca,Concierto en el Portixol al amanecer,Música en directo en una sala emblemática de el Portixol.,Tickets and Events,Palma de Mallorca,8.0,190.58,4.8,1241,"['Free cancellation', 'Skip-the-line']","[42, 36, 39, 70, 65, 80, 103, 78, 63, 43, 40, 25]"
EXP_103006,Attractions & Guided Tours in Seville,Visita con acceso preferente a la Plaza de España en grupo reducido,Entra sin esperas a la Plaza de España con entrada incluida.,Attractions & Guided Tours,Seville,5.6,215.51,3.7,849,"['Instant confirmation', 'Skip-the-line', 'Free cancellation', 'Mobile ticket']","[68, 81, 94, 120, 84, 94, 54, 67, 80, 142, 61, 57]"
EXP_103007,Local Experiences in Palma de Mallorca,Ruta de tapas por el Portixol con degustación incluida,Recorrido gastronómico por los bares clásicos de el Portixol.,Local Experiences,Palma de Mallorca,3.4,220.34,3.8,1196,"['Mobile ticket', 'Wheelchair accessible', 'Skip-the-line', 'Free cancellation']","[38, 42, 65, 109, 104, 127, 126, 109, 101, 66, 46, 22]"
EXP_103008,Attractions & Guided Tours in Valencia,Visita con acceso preferente a la Lonja de la Seda en grupo reducido,Entra sin esperas a la Lonja de la Seda con entrada incluida.,Attractions & Guided Tours,Valencia,1.5,199.15,4.8,1119,"['Mobile ticket', 'Free cancellation']","[113, 82, 97, 75, 115, 83, 127, 115, 86, 49, 113, 52]"
EXP_103009,Tickets and Events in Barcelona,Entrada combinada: el Park Güell para toda la familia,Ticket combinado que incluye el Park Güell y museos asociados.,Tickets and Events,Barcelona,2.1,215.04,4.5,343,"['Mobile ticket', 'Instant confirmation', 'Free cancellation', 'Skip-the-line']","[63, 51, 89, 66, 64, 92, 60, 70, 88, 98, 46, 48]"
EXP_103010,Transfers in Madrid,Traslado nocturno en monovolumen para grupos,"Servicio disponible en horario nocturno, en monovolumen para grupos. Madrid.",Transfers,Madrid,4.6,209.26,4.1,340,"['Instant confirmation', 'Skip-the-line', 'Wheelchair accessible', 'Free cancellation']","[102, 59, 140, 83, 98, 105, 88, 64, 161, 54, 69, 76]"
EXP_103011,Transfers in Seville,Chófer por horas en vehículo eléctrico,"Vehículo con conductor a tu disposición, en vehículo eléctrico. Seville.",Transfers,Seville,2.4,78.36,4.3,373,"['Wheelchair accessible', 'Mobile ticket']","[69, 133, 76, 183, 104, 60, 42, 73, 93, 117, 76, 96]"
EXP_103012,Tickets and Events in Palma de Mallorca,Entrada a el casco antiguo,Acceso general a el casco antiguo con horario a tu elección.,Tickets and Events,Palma de Mallorca,4.7,203.34,4.7,1104,"['Mobile ticket', 'Free cancellation', 'Instant confirmation', 'Skip-the-line']","[42, 45, 78, 80, 108, 135, 100, 103, 108, 36, 41, 34]"
EXP_103013,Tickets and Events in Gran Canaria,Entrada combinada: la Catedral de Santa Ana con guía local,Ticket combinado que incluye la Catedral de Santa Ana y museos asociados.,Tickets and Events,Gran Canaria,5.1,197.39,3.8,856,"['Instant confirmation', 'Skip-the-line', 'Free cancellation']","[93, 63, 98, 56, 58, 57, 99, 45, 105, 99, 58, 90]"
EXP_103014,Tickets and Events in Gran Canaria,Festival gastronómico: quesos de flor con recogida en el hotel,Jornada festiva en torno a quesos de flor con degustaciones.,Tickets and Events,Gran Canaria,1.4,219.67,3.6,1462,"['Mobile ticket', 'Free cancellation', 'Instant confirmation']","[71, 94, 77, 94, 36, 57, 38, 54, 95, 62, 69, 64]"
